TIME_STAMPE,EPX_TRAJ_FRONTEND,EXP_TRAJ_OPT,GENERATE_EXP_TRAJ,BACK_TRAJ_FRONTEND,BACK_TRAJ_OPT,GENERATE_BACK_TRAJ,TOTAL_REPLAN,VISUALIZATION
9.14208, 0.00104569, 0.00238955, 0.00351375, 0.000942298, 0.00403134, 0.00501019, 0.00875117, 0.000252608
9.20986, 0.00137554, 0.00348715, 0.00494371, 0.00108746, 0.00342529, 0.0045498, 0.00985625, 0.00027767
9.27588, 0.00101835, 0.00191568, 0.00302441, 0.000767679, 0.00514191, 0.00594496, 0.00922281, 0.000283029
9.34218, 0.00116127, 0.00242202, 0.00364526, 0.000587009, 0.00431924, 0.00495428, 0.00884871, 0.00023476
9.40978, 0.000937589, 0.00276776, 0.00378788, 0.000937969, 0.00465565, 0.00564252, 0.00975173, 0.0002977
9.47517, 0.00104634, 0.0026276, 0.00375578, 0.000908608, 0.00357871, 0.00452692, 0.00851056, 0.00024557
9.54019, 0.000760349, 0.00281268, 0.00365106, 0.000765058, 0.00218479, 0.00298934, 0.00685783, 0.00024924
9.60709, 0.00104337, 0.00290175, 0.00402045, 0.000837028, 0.00197111, 0.00285332, 0.00712495, 0.00023797
9.68184, 0.000905109, 0.0108137, 0.0118039, 0.000819509, 0.00226962, 0.00312652, 0.0151727, 0.00026693
9.74354, 0.000595599, 0.00423159, 0.00489283, 0.000535799, 0.00455658, 0.00514838, 0.010213, 0.000201179
9.83189, 0.000870349, 0.00119658, 0.00213603, 0.000827248, 0.0286555, 0.0295238, 0.0318897, 0.00023954
9.86869, 0.000472279, 0.000810509, 0.00133889, 0, 0, 0.000508589, 0.00203435, 0.00017056
9.93584, 0.000668979, 0.00116025, 0.00190086, 0, 0, 0.000415619, 0.00252268, 0.000208538
10.0019, 0.000687149, 0.00030766, 0.00106522, 0, 0, 0.00056638, 0.00186499, 0.000234518
10.0684, 0.000387179, 0.000856609, 0.00128872, 0, 0, 0.000344699, 0.00179802, 0.00016812
10.1345, 0.00033627, 0.000343569, 0.000724699, 0, 0, 0.00030277, 0.00119265, 0.00015347
10.2016, 0.000489489, 0.000472029, 0.00101614, 0, 0, 0.00036437, 0.0015824, 0.00017153
10.2677, 0.000267529, 0.00034193, 0.000653749, 0, 0, 0.000204189, 0.0010022, 0.00012619
10.3344, 0.000331379, 0.000358949, 0.000737678, 0, 0, 0.0001883, 0.0011141, 0.0001408
10.4016, 0.00039739, 0.000453589, 0.000909909, 0, 0, 0.000317229, 0.00157125, 0.00022303
10.4676, 0.00023592, 0.000486789, 0.000776439, 0, 0, 0, 0.000902119, 7.757e-05
10.5341, 0.0002083, 0.000151829, 0.000409069, 0, 0, 0.00019263, 0.000786659, 0.00014582
10.6004, 0, 0, 1.058e-05, 0, 0, 0.000214309, 0.000411609, 8.8899e-05
10.667, 0, 0, 1.109e-05, 0, 0, 0.00019604, 0.000403979, 8.785e-05
10.7337, 0, 0, 9.47e-06, 0, 0, 0.00016851, 0.000361859, 8.85e-05
10.8004, 0, 0, 9.19e-06, 0, 0, 0.00018064, 0.000423379, 9.821e-05
10.867, 0, 0, 1.084e-05, 0, 0, 0.00015967, 0.000353139, 8.206e-05
10.9337, 0, 0, 9.81e-06, 0, 0, 0.00014776, 0.000364599, 9.524e-05
11.0004, 0, 0, 8.34e-06, 0, 0, 0.00016, 0.000386279, 0.00010814
11.0669, 0, 0, 9.14e-06, 0, 0, 0.00010969, 0.00026768, 7.636e-05
11.1336, 0, 0, 9.02e-06, 0, 0, 6.855e-05, 0.00025713, 4.622e-05
11.2003, 0, 0, 8.329e-06, 0, 0, 6.523e-05, 0.000236449, 4.137e-05
11.2669, 0, 0, 8.62e-06, 0, 0, 6.036e-05, 0.00024627, 3.894e-05
11.3336, 0, 0, 8.08e-06, 0, 0, 7.01e-05, 0.00025513, 4.378e-05
11.4003, 0, 0, 5.36e-06, 0, 0, 6.98e-05, 0.00026292, 5.091e-05
11.467, 0, 0, 5.17e-06, 0, 0, 6.397e-05, 0.00028363, 3.424e-05
16.874, 0.00148189, 0.000673219, 0.00223102, 0.00150685, 0.00329105, 0.00482874, 0.00733163, 0.000521829
16.94, 0.00161666, 0.00106869, 0.00275633, 0.000869509, 0.00274157, 0.00366673, 0.00670885, 0.00026497
17.0246, 0.00123297, 0.0018028, 0.00311925, 0.00120843, 0.019965, 0.0212199, 0.0246189, 0.00026724
17.0726, 0.00127734, 0.000949229, 0.00228599, 0.000772589, 0.00255219, 0.00336747, 0.00589145, 0.0002211
17.1391, 0.00164268, 0.000778009, 0.00251016, 0.000994168, 0.00197343, 0.00300812, 0.00576434, 0.000249149
17.209, 0.00183143, 0.00170529, 0.00361655, 0.0013251, 0.00376881, 0.00513276, 0.00896493, 0.00025934
17.2726, 0.00167505, 0.000787538, 0.0025293, 0.000841069, 0.002347, 0.00322658, 0.00596919, 0.00024323
17.3413, 0.00132545, 0.00162281, 0.00301514, 0.00144503, 0.00320908, 0.00469825, 0.0079593, 0.000283339
17.4072, 0.00195496, 0.00121435, 0.00324905, 0.00146279, 0.00219027, 0.0036919, 0.00719936, 0.00027295
17.4725, 0.00145953, 0.000616799, 0.00213257, 0.000864718, 0.00259828, 0.00349748, 0.0058564, 0.00022145
17.5411, 0.00186648, 0.00188949, 0.00386943, 0.000873089, 0.00274183, 0.00364528, 0.00775454, 0.000273049
17.6085, 0.00185762, 0.00120245, 0.00313039, 0.00138398, 0.00361663, 0.00503862, 0.00852989, 0.00031782
17.6745, 0.00201814, 0.00281395, 0.00489347, 0.000815538, 0.00185361, 0.00269569, 0.00780494, 0.00023863
17.7404, 0.0013458, 0.000859658, 0.00226161, 0.000848509, 0.0036578, 0.00453972, 0.00703148, 0.00019897
17.8091, 0.00232785, 0.00111592, 0.00351751, 0.00143047, 0.00384471, 0.00531824, 0.00910283, 0.00029838
17.8739, 0.00203203, 0.000779588, 0.00288082, 0.00134949, 0.00269606, 0.00409058, 0.00724073, 0.00029734
17.9395, 0.00189743, 0.000668209, 0.00262553, 0.000955748, 0.00232487, 0.00331175, 0.00618657, 0.000286649
18.0065, 0.00179306, 0.00167159, 0.00354042, 0.0014128, 0.00123242, 0.00269038, 0.00657486, 0.00028353
18.0733, 0.00199602, 0.000723719, 0.00278056, 0.000913178, 0.00266939, 0.00361379, 0.00662059, 0.00024505
18.1408, 0.00194056, 0.00144657, 0.00344295, 0.000884299, 0.0029012, 0.00381934, 0.0074778, 0.00023895
18.208, 0.00212065, 0.00142214, 0.00361789, 0.00151352, 0.00246414, 0.00401405, 0.00792429, 0.00027848
18.2748, 0.00173669, 0.00109608, 0.00289588, 0.000936729, 0.0039902, 0.00496062, 0.00808726, 0.00028231
18.3392, 0.0014616, 0.000490899, 0.00200915, 0.00103368, 0.00251482, 0.00357811, 0.00579903, 0.00025907
18.4099, 0.00204323, 0.00193526, 0.00405392, 0.00146207, 0.0041165, 0.00561766, 0.0099247, 0.00031095
18.4736, 0.00129852, 0.00201249, 0.0033894, 0.00120792, 0.00199188, 0.00323413, 0.00687455, 0.00035968
18.5403, 0.00178129, 0.00182142, 0.00367327, 0.000937819, 0.00206774, 0.00303719, 0.00691745, 0.000287759
18.6114, 0.00160927, 0.00513571, 0.00682711, 0.00119201, 0.00305111, 0.00430155, 0.0114204, 0.000404719
18.6787, 0.00255573, 0.00515799, 0.00777801, 0.000954219, 0.00305081, 0.00403603, 0.0120235, 0.000344879
