TIME_STAMPE,EPX_TRAJ_FRONTEND,EXP_TRAJ_OPT,GENERATE_EXP_TRAJ,BACK_TRAJ_FRONTEND,BACK_TRAJ_OPT,GENERATE_BACK_TRAJ,TOTAL_REPLAN,VISUALIZATION
23.8137, 0.0030478, 0.00690916, 0.0100579, 0.000713819, 0.00254711, 0.00330591, 0.0136717, 0.000395659
23.8776, 0.00293664, 0.00278655, 0.00581397, 0.00135611, 0.00342664, 0.00482424, 0.0108844, 0.00036536
23.9432, 0.00217738, 0.00104861, 0.00328822, 0.00106206, 0.00514086, 0.00625434, 0.00980487, 0.000356969
24.0092, 0.00171933, 0.00115753, 0.00294976, 0.00135618, 0.00444799, 0.00585289, 0.00918953, 0.000366589
24.0764, 0.00177652, 0.00235177, 0.00419722, 0.0010113, 0.00431469, 0.00536273, 0.00975844, 0.0003098
24.1477, 0.00174783, 0.00564857, 0.00747511, 0.00112505, 0.00545714, 0.00663171, 0.0143169, 0.00033714
24.2147, 0.00196995, 0.00180656, 0.00386255, 0.00165352, 0.00886816, 0.0105653, 0.0147093, 0.0003894
24.278, 0.00173231, 0.00351528, 0.0053303, 0.00155181, 0.00417413, 0.00576148, 0.0113371, 0.000386269
24.3457, 0.00185262, 0.00229589, 0.00423223, 0.00134616, 0.0062507, 0.00763605, 0.0120948, 0.000373489
24.4173, 0.00172107, 0.010032, 0.0118274, 0.00121392, 0.00390288, 0.00518392, 0.0173096, 0.00037971
24.4772, 0.00236129, 0.00504068, 0.0074798, 0.00101221, 0.00171553, 0.00276965, 0.0104899, 0.000334319
24.544, 0.00202747, 0.00346813, 0.00556972, 0.00123353, 0.00352212, 0.00479706, 0.0106124, 0.00038918
24.6178, 0.00152463, 0.00647355, 0.00809089, 0.00139301, 0.00793088, 0.00937071, 0.0177375, 0.00037272
24.6749, 0.00185243, 0.00233715, 0.00427796, 0.000886888, 0.00273738, 0.00365423, 0.00818946, 0.000337009
24.7497, 0.0016816, 0.00534677, 0.00713318, 0.00125412, 0.00761964, 0.00891413, 0.0163486, 0.00038336
24.8115, 0.00163767, 0.00600314, 0.00774713, 0.00122315, 0.00205303, 0.00332475, 0.0114948, 0.00034782
24.8741, 0.00143898, 0.00177781, 0.0032826, 0.000767288, 0.00310721, 0.00390193, 0.00744977, 0.00027278
24.942, 0.00148528, 0.00218778, 0.00374034, 0.000906168, 0.0038087, 0.00474944, 0.00869793, 0.000320368
25.011, 0.00177898, 0.00342238, 0.00529159, 0.00109929, 0.00426341, 0.00540512, 0.0109459, 0.000403549
25.0755, 0.00225267, 0.00331364, 0.00564769, 0.000720599, 0.00220696, 0.00295511, 0.0088339, 0.000320529
25.1444, 0.00177959, 0.00299986, 0.00486511, 0.00112391, 0.00480082, 0.00597072, 0.0110993, 0.00034592
25.211, 0.00174941, 0.00280355, 0.00463751, 0.00105977, 0.00462314, 0.00571686, 0.0109076, 0.00038472
25.2741, 0.00136792, 0.00154171, 0.00297912, 0.000714149, 0.00350201, 0.00425677, 0.00747864, 0.00027797
25.3432, 0.00210358, 0.00218702, 0.0043627, 0.000817829, 0.00445791, 0.00531527, 0.00992508, 0.00035394
25.4115, 0.00192325, 0.00188179, 0.00388018, 0.00109263, 0.00617165, 0.00730893, 0.011537, 0.000308449
25.4779, 0.00142465, 0.00264987, 0.00414195, 0.000747609, 0.00604785, 0.00683388, 0.0112241, 0.000266489
25.542, 0.00181711, 0.00190536, 0.00380788, 0.00118197, 0.00340197, 0.00461815, 0.00869105, 0.000333049
25.6105, 0.00211601, 0.00163036, 0.0038297, 0.000961019, 0.0053082, 0.0063189, 0.0104514, 0.000364639
25.6742, 0.00188361, 0.0017753, 0.00373594, 0.00100157, 0.00244292, 0.00348689, 0.00749943, 0.00031683
25.7409, 0.00139157, 0.00149948, 0.00295663, 0.000718239, 0.00371131, 0.00445945, 0.00761433, 0.00025916
25.8078, 0.00191702, 0.00186059, 0.00384659, 0.000789589, 0.00284268, 0.00366627, 0.00777469, 0.000282549
25.8781, 0.00175273, 0.00489885, 0.00673643, 0.000980708, 0.00341949, 0.00444461, 0.011449, 0.00034055
25.9432, 0.00178911, 0.0019555, 0.00382222, 0.000672709, 0.00504404, 0.00576538, 0.00983858, 0.00032867
26.0078, 0.00189045, 0.00220401, 0.0041767, 0.00100245, 0.00224552, 0.00328906, 0.00778712, 0.00034172
26.0759, 0.00123099, 0.00241283, 0.00371551, 0.000719609, 0.00451886, 0.00527476, 0.00922656, 0.000302699
26.1469, 0.00142683, 0.00912264, 0.0106394, 0.000777039, 0.00184062, 0.00265525, 0.013543, 0.00032008
26.2196, 0.0016441, 0.0147421, 0.0164875, 0.000707989, 0.00210265, 0.00284326, 0.0195987, 0.000340559
26.2735, 0.00122961, 0.00204098, 0.00335279, 0.000681929, 0.00251294, 0.00323326, 0.00684982, 0.000317629
26.3427, 0.00157485, 0.00253289, 0.00419896, 0.0010035, 0.00390815, 0.00494651, 0.00939412, 0.00032489
26.4078, 0.00166359, 0.00157821, 0.00331475, 0.000669039, 0.00355649, 0.00426293, 0.00781122, 0.00029693
26.4753, 0.00167433, 0.00320268, 0.00494325, 0.000689779, 0.00274391, 0.00346667, 0.00865278, 0.00029664
26.5449, 0.00159697, 0.00465181, 0.00633232, 0.00103529, 0.00395712, 0.00503764, 0.011598, 0.00030867
26.6151, 0.00163653, 0.00791902, 0.00964556, 0.000797089, 0.00433525, 0.00518822, 0.0151134, 0.00032485
26.6752, 0.00127066, 0.0028648, 0.00420345, 0.000644819, 0.00351294, 0.00418387, 0.00860496, 0.00026301
26.743, 0.00142329, 0.00454431, 0.00604002, 0.000668869, 0.00275148, 0.00345537, 0.00970608, 0.00027178
26.8082, 0.00149373, 0.00277699, 0.00435232, 0.000822109, 0.00272725, 0.00358002, 0.00816294, 0.00029305
26.8747, 0.00130539, 0.00228352, 0.00367037, 0.000898119, 0.00319806, 0.00412624, 0.00801825, 0.000292679
26.9428, 0.00167595, 0.00401174, 0.00575754, 0.000660199, 0.00278195, 0.00347606, 0.00944561, 0.000292669
27.0157, 0.00180143, 0.00916281, 0.0110625, 0.000973859, 0.00338659, 0.00439936, 0.0157029, 0.00033651
27.0753, 0.00158163, 0.00279689, 0.00446392, 0.000864398, 0.00309058, 0.00398646, 0.00866961, 0.00028717
27.1417, 0.00166513, 0.00236434, 0.00410824, 0.000674089, 0.00327079, 0.00398686, 0.00837954, 0.00033929
27.2145, 0.00160339, 0.00777713, 0.00949902, 0.00121249, 0.00348015, 0.00472488, 0.0145153, 0.00033709
27.2768, 0.00181293, 0.00427544, 0.00617091, 0.00104398, 0.00264054, 0.00372698, 0.0101683, 0.00034347
27.3398, 0.00138272, 0.00209482, 0.00353798, 0.000724789, 0.0019131, 0.00266278, 0.00642463, 0.00025272
27.4086, 0.00172901, 0.00190915, 0.00370776, 0.000871879, 0.00370069, 0.00461087, 0.00858588, 0.000392989
27.4761, 0.00180909, 0.00217969, 0.00405791, 0.00108379, 0.00398471, 0.00510165, 0.00940417, 0.00028501
27.5424, 0.00143952, 0.00209378, 0.00359676, 0.000730409, 0.00454253, 0.00530325, 0.00909214, 0.00026145
27.6108, 0.00186409, 0.00228626, 0.00426217, 0.00128446, 0.00495587, 0.00627903, 0.0108131, 0.000446928
27.6744, 0.00186671, 0.00238056, 0.00431727, 0.000747138, 0.00243496, 0.00321427, 0.00776373, 0.000312949
27.7433, 0.00179043, 0.00263791, 0.00450525, 0.000726139, 0.00444008, 0.00520032, 0.00996411, 0.00032363
27.8084, 0.00160955, 0.00249106, 0.00417302, 0.000944599, 0.00288467, 0.00387472, 0.00835551, 0.00029551
27.8769, 0.00221626, 0.00296849, 0.00525725, 0.00104177, 0.00361332, 0.00469451, 0.0102317, 0.000318189
27.9463, 0.00196407, 0.00582658, 0.00787306, 0.000685799, 0.00409612, 0.004828, 0.0129871, 0.00036008
28.0081, 0.00167489, 0.00184082, 0.0035763, 0.000744299, 0.00347258, 0.00425482, 0.00809289, 0.00031614
28.0828, 0.00192842, 0.00933761, 0.0113337, 0.000776319, 0.00366503, 0.00448266, 0.0160751, 0.000328309
28.1414, 0.00131854, 0.00176389, 0.00316971, 0.000874179, 0.00361663, 0.00453563, 0.0079999, 0.0003549
28.2095, 0.00175529, 0.00226412, 0.00409704, 0.000993198, 0.00408767, 0.0051326, 0.00950849, 0.00037834
28.2767, 0.00120136, 0.004914, 0.0061831, 0.000785359, 0.00273492, 0.00355019, 0.00998791, 0.00028735
28.348, 0.00161116, 0.00760969, 0.00929066, 0.000774139, 0.00422324, 0.00504253, 0.0146138, 0.00036391
28.4158, 0.00155381, 0.00766368, 0.0093345, 0.00115402, 0.00496636, 0.00615802, 0.0157386, 0.00035739
28.4736, 0.00165813, 0.00299158, 0.00470825, 0.000658079, 0.00130334, 0.00198663, 0.00691847, 0.00032034
28.54, 0.00115846, 0.00183296, 0.0030467, 0.00065352, 0.00271898, 0.00341156, 0.00667258, 0.00030528
28.6109, 0.00175514, 0.00408656, 0.0059259, 0.00101171, 0.00359379, 0.00464558, 0.0108429, 0.00038089
28.6782, 0.00192077, 0.00658031, 0.00857338, 0.000694489, 0.00202909, 0.00275225, 0.0115302, 0.00033381
28.7421, 0.00182281, 0.00162512, 0.00351887, 0.000663799, 0.00432107, 0.00501698, 0.00876843, 0.000395469
28.8098, 0.00182956, 0.00210217, 0.00400243, 0.000921428, 0.00453608, 0.00551877, 0.00979647, 0.0003435
28.8761, 0.00159942, 0.0042182, 0.00588872, 0.00073617, 0.0026095, 0.00337102, 0.00947532, 0.000322148
28.9447, 0.00162233, 0.00557683, 0.00727244, 0.000788309, 0.00311007, 0.00393117, 0.0114205, 0.00033437
29.0138, 0.00237429, 0.00552336, 0.0080008, 0.00118339, 0.00423, 0.00545449, 0.0137326, 0.000446639
29.0841, 0.00166195, 0.0090942, 0.0108516, 0.00108679, 0.00520707, 0.00633864, 0.0174729, 0.00037397
29.142, 0.00204045, 0.00231571, 0.00442358, 0.000794779, 0.00325399, 0.00407813, 0.00871608, 0.00032984
29.2125, 0.00240327, 0.00556487, 0.00805742, 0.00117692, 0.00268417, 0.00391031, 0.0124713, 0.00040769
29.2761, 0.00264108, 0.00365053, 0.00636657, 0.000732669, 0.00202226, 0.00278407, 0.00938594, 0.0003465
29.3458, 0.00267833, 0.00369146, 0.00646193, 0.00116974, 0.00456409, 0.00576982, 0.0124727, 0.000388849
29.4091, 0.0025503, 0.00357325, 0.00622839, 0.000904589, 0.00159227, 0.00253916, 0.00905317, 0.0003841
29.4737, 0.00251796, 0.00130904, 0.00391466, 0.000726109, 0.00207789, 0.00283379, 0.00701661, 0.00036956
29.5428, 0.00267737, 0.00234656, 0.00510022, 0.000873049, 0.00321351, 0.00412401, 0.00943076, 0.000317779
29.6248, 0.00578837, 0.00772045, 0.0136354, 0.00178444, 0.00874464, 0.0108055, 0.0247692, 0.000807069
29.6782, 0.00249396, 0.00389508, 0.00649992, 0.00132428, 0.00330175, 0.00466969, 0.0115101, 0.00043579
29.7469, 0.00215144, 0.0034583, 0.00569805, 0.000639899, 0.00634588, 0.0070377, 0.0133713, 0.000377409
29.8077, 0.00185607, 0.0023074, 0.00424978, 0.00144734, 0.00157582, 0.00306383, 0.00769599, 0.00037896
29.8748, 0.00122728, 0.00270507, 0.00400795, 0.000789129, 0.00310448, 0.00393547, 0.00815014, 0.00030583
29.9413, 0.00179294, 0.000572249, 0.00245042, 0.0011501, 0.00400968, 0.00519513, 0.00790895, 0.00032479
30.0129, 0.00191299, 0.00485973, 0.00687853, 0.00111891, 0.00435736, 0.00553227, 0.0128484, 0.00041371
30.0756, 0.00159818, 0.00350344, 0.00518591, 0.000594449, 0.00286942, 0.00350131, 0.0089276, 0.00033085
30.1418, 0.00183883, 0.00188748, 0.00379479, 0.00056049, 0.00373083, 0.00433354, 0.00841208, 0.00035359
30.2118, 0.00188348, 0.00346422, 0.00544904, 0.000878759, 0.00496461, 0.00588147, 0.0117265, 0.000430469
30.27, 0.00193271, 0.000682009, 0.00267689, 0, 0, 0.000487369, 0.00330761, 0.00022656
30.3422, 0.00319959, 0.00149538, 0.00476531, 0.00125597, 0.00222812, 0.00352216, 0.00877221, 0.000339499
30.415, 0.00402506, 0.003534, 0.00765768, 0.00125533, 0.00520502, 0.00653818, 0.0147185, 0.00052314
30.4754, 0.00312499, 0.00185814, 0.00505832, 0.000902309, 0.00255886, 0.00349588, 0.00877491, 0.000313189
30.5422, 0.00225035, 0.00144772, 0.00379297, 0.0015433, 0.00326787, 0.00484433, 0.00888463, 0.00032345
30.6079, 0.00188999, 0.00176344, 0.00373093, 0.00126528, 0.00259709, 0.00390219, 0.00790274, 0.00035422
30.6746, 0.00193466, 0.00216929, 0.00417931, 0.00147073, 0.00195887, 0.00346329, 0.00789061, 0.00033554
30.739, 0.00172286, 0.000885439, 0.00269184, 0.00103553, 0.0016933, 0.00276041, 0.00568403, 0.00033221
30.807, 0.00198645, 0.00140939, 0.00347694, 0.00139169, 0.00180664, 0.00322833, 0.00702368, 0.00034207
30.8741, 0.00170802, 0.0017039, 0.00348306, 0.00103113, 0.00261348, 0.00367225, 0.00738309, 0.00034776
30.9401, 0.00146049, 0.00125517, 0.00277563, 0.00134321, 0.00236089, 0.00373479, 0.00671284, 0.00032351
31.0111, 0.00188692, 0.00148464, 0.00347766, 0.00163245, 0.00551988, 0.00722629, 0.0110636, 0.000423629
31.0779, 0.00243056, 0.00228943, 0.00480453, 0.00169266, 0.00445439, 0.00618886, 0.0112506, 0.000352379
31.1433, 0.00206902, 0.00224509, 0.00444775, 0.00174222, 0.00343347, 0.00520332, 0.00990682, 0.00037771
31.2123, 0.00293656, 0.00162814, 0.00464212, 0.00196971, 0.00493916, 0.00694884, 0.0118889, 0.000469769
31.2777, 0.00249759, 0.00163731, 0.00422087, 0.00188305, 0.00454656, 0.00647182, 0.0109784, 0.00040372
31.3422, 0.00168864, 0.00295188, 0.00471358, 0.00152181, 0.00232068, 0.00387511, 0.00882459, 0.000362069
31.4132, 0.00167801, 0.00653954, 0.00830609, 0.00107789, 0.00348945, 0.00460688, 0.013227, 0.000429029
31.4785, 0.00187274, 0.0047913, 0.00674128, 0.000969409, 0.00385433, 0.00486727, 0.0118591, 0.00035467
31.5449, 0.00222562, 0.00316044, 0.00546654, 0.00123641, 0.00455662, 0.00582928, 0.0115454, 0.00038765
31.61, 0.00186237, 0.0027948, 0.0047332, 0.000890589, 0.00401503, 0.00495085, 0.00992511, 0.0003828
31.6774, 0.00220293, 0.00553118, 0.00781721, 0.000941379, 0.00164398, 0.00262035, 0.0107197, 0.00035904
31.7428, 0.00157808, 0.00363772, 0.00529108, 0.000788479, 0.00307842, 0.00389799, 0.00942568, 0.000316319
31.8131, 0.0021088, 0.00385738, 0.0060457, 0.000933319, 0.00555163, 0.00654344, 0.0130132, 0.000405689
31.8758, 0.0015522, 0.00418665, 0.00581792, 0.000866029, 0.00214578, 0.00303686, 0.0090807, 0.000312809
31.9413, 0.00194378, 0.00237575, 0.00439074, 0.000783789, 0.00252373, 0.00333693, 0.00795578, 0.00036294
32.0116, 0.00230915, 0.00552465, 0.00793546, 0.00101043, 0.00219224, 0.00326128, 0.0115316, 0.0004192
32.0784, 0.0017827, 0.0051679, 0.00703295, 0.00112821, 0.00331404, 0.00447703, 0.0117649, 0.000356249
32.1408, 0.00207631, 0.00178094, 0.00394234, 0.000721109, 0.00259075, 0.00334228, 0.00749297, 0.00034581
32.2191, 0.00205159, 0.00906819, 0.0112457, 0.00132998, 0.0062129, 0.00759162, 0.0191064, 0.000404259
32.279, 0.00159447, 0.00464221, 0.00633514, 0.000817748, 0.00494931, 0.00580059, 0.0123485, 0.000359669
32.3468, 0.00157904, 0.00449871, 0.0061487, 0.000820369, 0.00614725, 0.00700797, 0.0134203, 0.000310899
32.4092, 0.00150516, 0.00283724, 0.00444042, 0.00105836, 0.00330526, 0.00440759, 0.00910969, 0.00030641
32.4774, 0.00186306, 0.00270836, 0.00465444, 0.000628039, 0.00524581, 0.00592161, 0.0108101, 0.00032923
32.5457, 0.00274227, 0.00333339, 0.00617273, 0.000899049, 0.00491784, 0.00586193, 0.0123206, 0.000333
32.6135, 0.0028453, 0.00480288, 0.00773075, 0.000708679, 0.00471666, 0.00546853, 0.0134766, 0.00032126
32.6842, 0.00364482, 0.00954224, 0.0132971, 0.000962058, 0.00296954, 0.00397074, 0.0175038, 0.000350969
32.7511, 0.00374865, 0.00846875, 0.0122976, 0.000878918, 0.00424431, 0.00516222, 0.0176964, 0.000408239
32.8095, 0.0031308, 0.0024874, 0.0057079, 0.00120121, 0.00219492, 0.00343298, 0.00943525, 0.00036239
32.8862, 0.00312952, 0.0118949, 0.0151148, 0.000952719, 0.00312968, 0.00412576, 0.0195101, 0.00034055
32.9439, 0.00310528, 0.00260222, 0.00577768, 0.000892239, 0.0036132, 0.00453613, 0.0105716, 0.000334759
33.0118, 0.00222778, 0.00268899, 0.00500376, 0.000850299, 0.00541588, 0.00631796, 0.01169, 0.00043268
33.0752, 0.00149528, 0.00141047, 0.00300044, 0.0012836, 0.00398968, 0.00530426, 0.00850994, 0.00032375
33.1434, 0.00139477, 0.00268986, 0.00415352, 0.000975629, 0.00468117, 0.00569338, 0.0100926, 0.00028695
33.2096, 0.00234943, 0.00112683, 0.00356275, 0.00140367, 0.00419416, 0.00563838, 0.0095496, 0.000425989
33.275, 0.00176203, 0.000955179, 0.00278261, 0.00108559, 0.00419752, 0.00531248, 0.0083051, 0.00032356
33.3462, 0.00154967, 0.00428612, 0.00593806, 0.001313, 0.00530247, 0.00665661, 0.0128266, 0.00037826
33.4118, 0.00163299, 0.00202589, 0.00375576, 0.0013182, 0.00615926, 0.00752661, 0.0117413, 0.00036145
33.4791, 0.00175634, 0.0025194, 0.00434665, 0.000928149, 0.00675917, 0.00772888, 0.0123403, 0.00032454
33.5442, 0.00186971, 0.00226045, 0.00421398, 0.00137429, 0.00486527, 0.00629576, 0.0107954, 0.000375809
33.6108, 0.00170848, 0.00175131, 0.00353129, 0.00100571, 0.00588657, 0.00692732, 0.0107398, 0.000317719
33.6795, 0.00159247, 0.00209777, 0.00377774, 0.00143605, 0.00723231, 0.00870318, 0.0128047, 0.00032034
33.7445, 0.00163374, 0.00184963, 0.00357593, 0.00138796, 0.00592308, 0.00735228, 0.0111809, 0.000338469
33.8079, 0.00113443, 0.00157858, 0.00278609, 0.000926279, 0.00384044, 0.00481385, 0.00786734, 0.00028147
33.8747, 0.00135972, 0.00161029, 0.00305073, 0.00144369, 0.00318331, 0.00466006, 0.00801596, 0.00034401
33.9416, 0.00139971, 0.00183902, 0.00330921, 0.000979468, 0.00372726, 0.00474573, 0.00831433, 0.00030318
34.0101, 0.00151835, 0.00233132, 0.00393834, 0.00153001, 0.00424414, 0.00581409, 0.0100194, 0.000375978
34.0734, 0.00117371, 0.00174187, 0.00298181, 0.000807189, 0.00264312, 0.00348695, 0.00673273, 0.000272339
34.1407, 0.00151647, 0.00146642, 0.00305998, 0.00108283, 0.00297902, 0.00410765, 0.00739845, 0.0002894
34.2105, 0.00114353, 0.00368185, 0.00489806, 0.000811049, 0.00446436, 0.00531243, 0.010527, 0.00030366
34.2749, 0.00111726, 0.00191063, 0.00308859, 0.000661989, 0.00423157, 0.00492708, 0.0082263, 0.00023816
34.3433, 0.00126527, 0.00204819, 0.00339307, 0.00106527, 0.00521044, 0.00631125, 0.009965, 0.0002622
34.4092, 0.0012383, 0.00291121, 0.00422748, 0.000750279, 0.00392609, 0.00472065, 0.00920806, 0.000284869
34.4762, 0.00129108, 0.00248445, 0.00384793, 0.00106162, 0.00431279, 0.00541186, 0.00951991, 0.00025015
34.5433, 0.000966899, 0.00298636, 0.00403296, 0.000648349, 0.00507286, 0.00575805, 0.0100233, 0.000317468
34.608, 0.00155113, 0.00265444, 0.00428549, 0.000732459, 0.00271973, 0.0034902, 0.00804419, 0.00026656
34.6777, 0.00125985, 0.00465586, 0.00599315, 0.000997349, 0.00376968, 0.00481421, 0.0110639, 0.000254369
34.7418, 0.000841249, 0.00337874, 0.00429068, 0.000682089, 0.00320023, 0.00392082, 0.00843781, 0.0002306
34.8084, 0.0012168, 0.00328856, 0.00460043, 0.0010265, 0.00238296, 0.00345611, 0.00835754, 0.00030254
34.8778, 0.00145559, 0.0039049, 0.00544348, 0.00100845, 0.00436452, 0.00541025, 0.0111196, 0.00025519
34.9417, 0.00120498, 0.00226869, 0.00356412, 0.000965479, 0.00353431, 0.00452955, 0.00833299, 0.000254358
35.0105, 0.00111136, 0.00361514, 0.00481622, 0.000970908, 0.00443507, 0.00544688, 0.010545, 0.000268639
35.0737, 0.000846568, 0.00154959, 0.00246101, 0.00076853, 0.00350992, 0.00431134, 0.00700966, 0.000223507
35.1402, 0.00108077, 0.00209581, 0.00325724, 0.000791749, 0.00253522, 0.00338183, 0.00690678, 0.00028884
35.2066, 0.00103364, 0.00191804, 0.00302483, 0.000707689, 0.00253521, 0.00328816, 0.00657632, 0.00024193
35.2756, 0.00119057, 0.00218997, 0.00344832, 0.0005777, 0.00463265, 0.00524386, 0.0088986, 0.00023607
35.3577, 0.000897369, 0.00137075, 0.00232323, 0.000577999, 0.0212212, 0.0218377, 0.0244141, 0.00024523
35.4067, 0.000858488, 0.00122872, 0.00216065, 0.000644259, 0.0034784, 0.00417338, 0.00665558, 0.000262659
35.4713, 0.000800428, 0.00294942, 0.00382549, 0, 0, 0.000583929, 0.00463674, 0.000213339
35.5363, 0.00067101, 0.00120937, 0.00195314, 0, 0, 0.000751359, 0.00293938, 0.00022707
35.6028, 0.000700279, 0.00120386, 0.00196608, 0, 0, 0.000650669, 0.00282237, 0.00017785
35.6683, 0.000540769, 0.00030136, 0.000903609, 0, 0, 0.000562589, 0.0016984, 0.00020703
35.7345, 0.000389509, 0.00012856, 0.000561509, 0, 0, 0.000372539, 0.00112196, 0.00017278
35.8008, 0, 0, 1.45e-05, 0, 0, 0.00050659, 0.000774979, 0.0001012
35.8673, 0, 0, 1.403e-05, 0, 0, 0.0004157, 0.000632309, 9.277e-05
35.9338, 0, 0, 1.094e-05, 0, 0, 0.00026523, 0.00046035, 8.581e-05
36.0005, 0, 0, 1.622e-05, 0, 0, 0.00032621, 0.000550529, 9.647e-05
36.067, 0, 0, 1.099e-05, 0, 0, 0.00020813, 0.000404049, 8.155e-05
36.1339, 0, 0, 1.332e-05, 0, 0, 0.000264929, 0.000471229, 9.426e-05
36.2004, 0, 0, 1.021e-05, 0, 0, 0.00017016, 0.00035246, 8.58e-05
36.267, 0, 0, 1.17e-05, 0, 0, 0.00019393, 0.00038482, 8.567e-05
36.3336, 0, 0, 1.201e-05, 0, 0, 0.0001331, 0.00030808, 8.089e-05
36.4004, 0, 0, 1.573e-05, 0, 0, 0.00020184, 0.00044291, 0.00011403
36.467, 0, 0, 1.072e-05, 0, 0, 0.00012488, 0.00030302, 9.061e-05
36.5336, 0, 0, 1.02e-05, 0, 0, 0.00011868, 0.00030766, 8.512e-05
36.6004, 0, 0, 1.183e-05, 0, 0, 0.000155329, 0.000377549, 0.00010135
36.667, 0, 0, 1.161e-05, 0, 0, 0.000143179, 0.000377679, 9.9709e-05
36.7336, 0, 0, 1.137e-05, 0, 0, 7.459e-05, 0.000271439, 4.438e-05
36.8003, 0, 0, 1.099e-05, 0, 0, 7.78e-05, 0.00031601, 5.785e-05
36.8669, 0, 0, 1.182e-05, 0, 0, 6.509e-05, 0.00026978, 5.288e-05
36.9336, 0, 0, 1.102e-05, 0, 0, 7.343e-05, 0.00027722, 4.743e-05
37.0003, 0, 0, 7.91e-06, 0, 0, 6.257e-05, 0.00026744, 5.172e-05
37.0668, 0, 0, 6.42e-06, 0, 0, 6.11e-05, 0.00022027, 3.704e-05
37.1336, 0, 0, 7.16e-06, 0, 0, 1.555e-05, 0.00022047, 4.539e-05
43.2052, 0.000914979, 0.000793279, 0.00177114, 0.000826519, 0.00229835, 0.00315354, 0.00515313, 0.00043964
43.2753, 0.00135316, 0.0010943, 0.00253713, 0.00117847, 0.00464887, 0.00587385, 0.00866652, 0.00025293
43.339, 0.00132343, 0.00048431, 0.00189421, 0.00104332, 0.00245676, 0.00353092, 0.00566181, 0.000260349
43.4092, 0.00145947, 0.00209674, 0.00364136, 0.00112063, 0.00411501, 0.00528106, 0.00921764, 0.000267
43.4716, 0.000968129, 0.000731689, 0.00176626, 0.000874099, 0.00188979, 0.00281941, 0.00490245, 0.00023951
43.5492, 0.00137494, 0.00892256, 0.0103828, 0.000855139, 0.00422394, 0.00512763, 0.0158062, 0.00027375
43.6049, 0.00132618, 0.00053987, 0.00195663, 0.00115919, 0.00152024, 0.00272491, 0.00494073, 0.00026999
43.6755, 0.00120741, 0.00328567, 0.00457157, 0.00105426, 0.00289581, 0.00398784, 0.00880961, 0.00025745
43.7408, 0.00120389, 0.000654969, 0.00192447, 0.0011119, 0.00411117, 0.00526151, 0.00743784, 0.00022659
43.8076, 0.00142406, 0.00193031, 0.00343445, 0.00125342, 0.0026091, 0.00390784, 0.00757125, 0.000285959
43.8734, 0.00105772, 0.00123007, 0.00236547, 0.00115622, 0.00289485, 0.00408185, 0.00671571, 0.00025807
43.9403, 0.00163299, 0.0013152, 0.00301495, 0.000797529, 0.00290939, 0.00374671, 0.00698456, 0.00026128
44.0069, 0.0016484, 0.00174588, 0.00348038, 0.000832059, 0.00222926, 0.00310817, 0.00689009, 0.000301439
44.072, 0.00102984, 0.000725259, 0.00181551, 0.000762369, 0.00258118, 0.00338166, 0.00541023, 0.00021569
44.1399, 0.0010989, 0.00106202, 0.00223323, 0.00114587, 0.00291013, 0.00408992, 0.00655475, 0.00024947
44.2158, 0.00148212, 0.0140901, 0.015655, 0, 0, 0, 0.0158298, 0.00014933
44.2727, 0.000863359, 0.00155252, 0.00247327, 0.000759929, 0.00258735, 0.00337415, 0.00601247, 0.000194839
44.3427, 0.00154424, 0.00373836, 0.00535462, 0.000784239, 0.00294486, 0.00376698, 0.00937123, 0.000256769
44.4078, 0.00134151, 0.00111881, 0.00254031, 0.0011122, 0.00381085, 0.00496885, 0.00776601, 0.00026217
44.4741, 0.00120052, 0.000701979, 0.00198497, 0.00104442, 0.00404133, 0.00512681, 0.0074411, 0.000260809
44.5404, 0.00111686, 0.000553739, 0.00172782, 0.000728759, 0.00434296, 0.00511138, 0.00708187, 0.00023567
44.607, 0.00130527, 0.000899559, 0.00227419, 0.00111852, 0.00326842, 0.00442072, 0.00695059, 0.000253769
44.6763, 0.00123576, 0.0014687, 0.0027957, 0.000882119, 0.00465915, 0.00559344, 0.00951374, 0.0002926
44.7402, 0.00121245, 0.00161638, 0.00289842, 0.00066246, 0.00303029, 0.00373812, 0.00688582, 0.000252709
44.8092, 0.00132494, 0.00211974, 0.00351624, 0.000916719, 0.00445528, 0.00541998, 0.00918739, 0.00023351
44.8766, 0.0012361, 0.0019225, 0.00322615, 0.000924338, 0.0055226, 0.00647847, 0.00992955, 0.00022827
44.9428, 0.000988349, 0.00168134, 0.00275458, 0.00110555, 0.00526602, 0.00640878, 0.00942221, 0.00028425
45.0104, 0.00156465, 0.00255979, 0.00421022, 0.001013, 0.00475538, 0.00581273, 0.010418, 0.000320408
45.0759, 0.00254395, 0.00158188, 0.00419347, 0.000654549, 0.00405229, 0.00474213, 0.00919392, 0.000319629
45.1415, 0.00287928, 0.00274689, 0.00570387, 0.000850739, 0.00135172, 0.00229107, 0.00820268, 0.00025787
45.2093, 0.00268835, 0.00173871, 0.00449542, 0.000551109, 0.00388889, 0.00454858, 0.00930942, 0.00027989
45.2758, 0.0018473, 0.00253679, 0.00447127, 0.000688269, 0.00359224, 0.00439325, 0.00911909, 0.00027622
